iter	Logloss
0	0.6780830496
1	0.661541545422	0.648770742433	0.634587488744	0.622249971155	0.60695346
6	6	0.594420167	77	0.582071218	88	0.570223789	99	0.5598953356110	0.551996791
11	0.541598654
12	0.5325561192
13	0.5232279623
14	0.5128553739
15	0.5021606796
16	0.4944523274
17	0.4860370417
18	0.4793536699
19	0.4710322532220	0.4615811344221	0.4537668049222	0.447357861
23	0.4387556907
24	0.4313539934225	0.4255316326226	0.4194117378227	0.4134613184228	0.4079357213229	0.4028493134330	0.3973719875331	0.3904668042332	0.3854347881333	0.3787654655334	0.3743726558335	0.3692224508336	0.3642454971337	0.3589219523338	0.3539468376339	0.3483304489440	0.3433036187441	0.3379993358442	0.3344956022443	0.3304122923444	0.327578965445	0.3225024255446	0.3194333654747	0.3166899448	48	0.3129710249	49	0.3086398650	50	0.3046666351	51	0.301233015252	0.2981054055353	0.293311803554	0.2900697064
55	0.2874673341
56	0.2848775099557	0.2817783461558	0.2787805207559	0.2765137559660	0.273785232661	0.2711629424662	0.2684420726363	0.2660603306464	0.2632095856565	0.2608978266	66	0.2584534967	67	0.2564218868	68	0.2540229969	69	0.2508750570	70	0.2482388771	71	0.2459608972	72	0.2436370573	73	0.2411869774	74	0.2396854475	75	0.2369810276	76	0.2353267277	77	0.2330448978	78	0.2311518476
79	0.2288833798
80	0.2263124786
81	0.223640379
82	0.2225708406
83	0.2202866417
84	0.2186993357
85	0.2163301882
86	0.2150233688
87	0.2132114054
88	0.2114548735
89	0.2104653153
90	0.2092011761
91	0.2080299792
92	0.2061827317
93	0.2041137841
94	0.202501973
95	0.2013266013
96	0.1997824594
97	0.1984367935
98	0.1970123845
99	0.195190711
100	0.1938210575
101	0.1918112703
102	0.1903311516
103	0.1887594486
104	0.1875517437
105	0.1856407743
106	0.1841588232
107	0.1830911617
108	0.1817238269
109	0.1798413676
110	0.1785748996
111	0.1769667472
112	0.1755699198
113	0.1738456415
114	0.1731242611
115	0.1718022796
116	0.1709395965
117	0.1696057338
118	0.1683546033
119	0.1672002255
120	0.165800568
121	0.1646088522
122	0.1633167506
123	0.1618048785
124	0.1609024346
125	0.1597812727
126	0.15872386
127	0.157370478
128	0.1560608512
129	0.1548594611
130	0.1537037285
131	0.1526876772
132	0.1514977851
133	0.1503489254
134	0.1487890781
135	0.147714829
136	0.1468079789
137	0.1459668783
138	0.144923722
139	0.1439264497
140	0.1431574917
141	0.1413815773
142	0.1400851314
143	0.13872055
144	0.1376575603
145	0.1365623203
146	0.1355883717
147	0.1348983922
148	0.1336609286
149	0.1327569765
150	0.1318624922
151	0.1309480114
152	0.1298759424
153	0.1292587923
154	0.1284466748
155	0.1275498299
156	0.1266296433
157	0.1256615798
158	0.1249360751
159	0.1240304356
160	0.1231135385
161	0.122367966
162	0.1215005928
163	0.1206912039
164	0.1199582383
165	0.1192962495
166	0.1184979648
167	0.1181234535
168	0.1170480731
169	0.1161441846
170	0.1154327769
171	0.1144532529
172	0.1133616446
173	0.1125615962
174	0.1117136967
175	0.1111369464
176	0.1102966284
177	0.1095615146
178	0.1086046959
179	0.1077467154
180	0.1070953869
181	0.1066038289
182	0.1059342047
183	0.1053928273
184	0.1047210588
185	0.1039902977
186	0.103277387
187	0.1025140586
188	0.1019421938
189	0.1015178837
190	0.1009234998
191	0.1001190697
192	0.09942832492
193	0.09876243423
194	0.0979839894
195	0.09746977419
196	0.09686726502
197	0.09621602862
198	0.09549948691
199	0.09506736137
200	0.09456068687
201	0.0939706897
202	0.09339181631
203	0.09289442161
204	0.09234216311
205	0.091774204
206	0.09133621843
207	0.0909800958
208	0.09050528497
209	0.08991454883
210	0.08932777615
211	0.08877629742
212	0.08815613184
213	0.08773134888
214	0.08724679029
215	0.08679527635
216	0.08627163883
217	0.08574623592
218	0.08512503422
219	0.08475329424
220	0.08433019223
221	0.08400487563
222	0.08323829238
223	0.0826701865
224	0.0821175101
225	0.0815637467
226	0.08115437073
227	0.08073169264
228	0.08013574641
229	0.07960548259
230	0.07906351621
231	0.07848883257
232	0.07801100656
233	0.07758086189
234	0.07702810025
235	0.07652437737
236	0.0760495132
237	0.07563299042
238	0.07531229215
239	0.07503261283
240	0.07461803515
241	0.07409912405
242	0.07361099013
243	0.07322073079
244	0.07285786272
245	0.07231958438
246	0.07204089851
247	0.07148467093
248	0.0710992015
249	0.07066994354
250	0.07031036018
251	0.07009031973
252	0.0696402166
253	0.06938346598
254	0.06898678022
255	0.06855543877
256	0.06828185186
257	0.0677404044
258	0.06725270404
259	0.06693162048
260	0.06659088959
261	0.06617376083
262	0.06575430872
263	0.06548991865
264	0.06508452766
265	0.06458943931
266	0.06416106536
267	0.06388358861
268	0.06334979068
269	0.06303760125
270	0.0626770768
271	0.06236384791
272	0.0620223301
273	0.06160447354
274	0.06114331785
275	0.06075046121
276	0.0602708609
277	0.05994901095
278	0.05961394224
279	0.05933462959
280	0.05897892552
281	0.05863754556
282	0.05827392425
283	0.05789864507
284	0.05762390312
285	0.05739950113
286	0.0570197086
287	0.0567361184
288	0.05638159882
289	0.05606874318
290	0.05573994814
291	0.05545638026
292	0.05515334476
293	0.05484373823
294	0.05461195206
295	0.05434697124
296	0.05409746711
297	0.0537701428
298	0.05348608797
299	0.053250253
300	0.05295591006
301	0.05269114282
302	0.05243507011
303	0.05218853896
304	0.0519812369
305	0.05171025062
306	0.05141327191
307	0.05109897221
308	0.05082688878
309	0.05059897034
310	0.05024589614
311	0.04998050589
312	0.04970540823
313	0.0494308772
314	0.04914084777
315	0.04889845908
316	0.04849830665
317	0.04831290778
318	0.04805913681
319	0.04786362339
320	0.04766522867
321	0.04740987841
322	0.04721346583
323	0.04697773546
324	0.04667587374
325	0.04641869211
326	0.0462258224
327	0.04597924364
328	0.04579031182
329	0.04561294777
330	0.04539880715
331	0.04517613534
332	0.04494490271
333	0.04470736813
334	0.0445016142
335	0.04425191973
336	0.04407580534
337	0.04387367581
338	0.04369004694
339	0.04344862608
340	0.04312502295
341	0.04294220647
342	0.04268105145
343	0.04249377057
344	0.0422811753
345	0.04208480059
346	0.04187657198
347	0.04164037019
348	0.04144837531
349	0.04119283664
350	0.04100801446
351	0.04077274191
352	0.04051720373
353	0.04035421557
354	0.04015779933
355	0.03995349661
356	0.03978565688
357	0.03954529821
358	0.03936905314
359	0.03923671529
360	0.03911583698
361	0.0389484691
362	0.038762031
363	0.03856872583
364	0.03839343371
365	0.03824492516
366	0.03804974852
367	0.03794804393
368	0.03775748017
369	0.03760340225
370	0.0374145198
371	0.03720843595
372	0.03708498101
373	0.03697517816
374	0.03682745455
375	0.03662467805
376	0.03645220451
377	0.03635267928
378	0.03618486886
379	0.03603285044
380	0.03580160876
381	0.03572427722
382	0.03559192979
383	0.0354470209
384	0.03529458433
385	0.0351387065
386	0.03497678598
387	0.03481381869
388	0.03473040424
389	0.03453741477
390	0.03436649241
391	0.03424907061
392	0.03415122924
393	0.03407737799
394	0.03392565497
395	0.03378437423
396	0.03364548889
397	0.0334960987
398	0.03336516034
399	0.03324473602
400	0.03310208736
401	0.03297936066
402	0.0328711077
403	0.03275573471
404	0.03264597208
405	0.03251716588
406	0.03237951572
407	0.03217463197
408	0.03201624748
409	0.03188188562
410	0.03177252933
411	0.03165003555
412	0.03152308111
413	0.03139580479
414	0.0312543794
415	0.03113023049
416	0.03100615235
417	0.0308923966
418	0.03075346162
419	0.03060801096
420	0.03049125277
421	0.03040120732
422	0.03026373244
423	0.03015902514
424	0.03004792018
425	0.02993883578
426	0.02984792457
427	0.02973724442
428	0.0296239563
429	0.02950471551
430	0.0294064487
431	0.02929715302
432	0.02916830046
433	0.02907656997
434	0.02896614809
435	0.02887416818
436	0.02877440388
437	0.02867450693
438	0.02857605745
439	0.02848306294
440	0.02843910544
441	0.02832838945
442	0.02820889559
443	0.0281502669
444	0.02807261594
445	0.02797986285
446	0.02790607233
447	0.0277852381
448	0.02769535587
449	0.02758927032
450	0.02747945254
451	0.02737810133
452	0.02732525042
453	0.02727743665
454	0.02717543283
455	0.02709061187
456	0.02702919765
457	0.02693323439
458	0.02685034868
459	0.02668695744
460	0.02662561362
461	0.02654851462
462	0.02649246453
463	0.02642139877
464	0.02634969047
465	0.02624462329
466	0.02614133116
467	0.02605367409
468	0.02599606529
469	0.02592508456
470	0.02583187939
471	0.02575494319
472	0.02569176394
473	0.0256118378
474	0.02550774395
475	0.02542310103
476	0.02535377753
477	0.02526505822
478	0.02518973309
479	0.02511691828
480	0.02502753079
481	0.02494429284
482	0.02489980879
483	0.02482528388
484	0.02474761413
485	0.02466905687
486	0.02459437555
487	0.02450290788
488	0.02442566106
489	0.02434724766
490	0.02425095394
491	0.02418598707
492	0.02411462414
493	0.02404681754
494	0.02394276714
495	0.0238535537
496	0.02378017322
497	0.02372071953
498	0.0236415143
499	0.02358008234
500	0.0235247989
501	0.02347296585
502	0.02342081143
503	0.02334589047
504	0.02327604065
505	0.02320977986
506	0.02314516898
507	0.02307438714
508	0.02302183809
509	0.02292605935
510	0.02288014861
511	0.02282053527
512	0.02275753773
513	0.02266486775
514	0.02261463306
515	0.02254543445
516	0.02245965405
517	0.0223669164
518	0.02229791155
519	0.02224219454
520	0.0221671841
521	0.02209605956
522	0.02204844395
523	0.02198013312
524	0.02192607789
525	0.02182428024
526	0.02177125378
527	0.02170513602
528	0.02164393491
529	0.02158780729
530	0.02153346431
531	0.0214595585
532	0.0213975999
533	0.02133655504
534	0.02126758362
535	0.02121574241
536	0.02114310371
537	0.02110527194
538	0.0210708972
539	0.02102969405
540	0.02097107197
541	0.02091116788
542	0.02086155986
543	0.02080367759
544	0.02070671504
545	0.02066915633
546	0.02057978721
547	0.020510794
548	0.02046083741
549	0.02039649966
550	0.02036157434
551	0.02031323731
552	0.02026580365
553	0.02018831016
554	0.02013253971
555	0.02009274014
556	0.02005525637
557	0.01997424612
558	0.01991210423
559	0.01986140763
560	0.01981507831
561	0.01976132175
562	0.01970348489
563	0.01964341335
564	0.01959007554
565	0.01951576538
566	0.01944167863
567	0.0193927502
568	0.01933246915
569	0.01928822632
570	0.01924446937
571	0.01918672105
572	0.01913953744
573	0.01909266211
574	0.01904043484
575	0.01899677647
576	0.01895073886
577	0.01892112088
578	0.01888373998
579	0.01880367509
580	0.01876637796
581	0.01871177296
582	0.01865554208
583	0.01860933007
584	0.01856913309
585	0.0185170665
586	0.01847261926
587	0.01842341498
588	0.01838732583
589	0.01832124964
590	0.01827852872
591	0.01825302404
592	0.01820512708
593	0.01816488469
594	0.01812340871
595	0.01806404603
596	0.01802220525
597	0.01798661354
598	0.0179447075
599	0.01790204328
600	0.01788420834
601	0.01784409692
602	0.01778255653
603	0.01773404658
604	0.01769387545
605	0.01765543156
606	0.0176094376
607	0.01756711628
608	0.01754391775
609	0.01748652543
610	0.01744427796
611	0.01740508796
612	0.01736654054
613	0.01732758959
614	0.01728338924
615	0.01724022655
616	0.01718243593
617	0.01713161143
618	0.01709196003
619	0.01705479675
620	0.01701243692
621	0.01696110702
622	0.01693774317
623	0.01689960007
624	0.01687445948
625	0.01682713443
626	0.01679320281
627	0.01674632107
628	0.01671529284
629	0.01667718433
630	0.01663870433
631	0.01661887701
632	0.01658975719
633	0.01656921503
634	0.0165444774
635	0.01651260836
636	0.0164826803
637	0.01643920379
638	0.01640348861
639	0.01636699121
640	0.01629933896
641	0.01627179488
642	0.01623948195
643	0.0161903498
644	0.01614787162
645	0.01610362776
646	0.01607275165
647	0.0160309752
648	0.01598444329
649	0.01595292045
650	0.0159110584
651	0.01587657739
652	0.01581968099
653	0.01578138739
654	0.01575641747
655	0.0157250132
656	0.01569291825
657	0.01564493153
658	0.01562457119
659	0.01559424096
660	0.01556819094
661	0.01553486423
662	0.0155070204
663	0.01547750734
664	0.01544358606
665	0.01541045966
666	0.0153910303
667	0.01535625788
668	0.0153308486
669	0.01530217217
670	0.0152685803
671	0.01523705355
672	0.01520605187
673	0.01517601425
674	0.01513374444
675	0.01510498262
676	0.015077262
677	0.01505174406
678	0.01501752489
679	0.0149905076
680	0.01494624895
681	0.01492355936
682	0.01488925134
683	0.01486275558
684	0.01481701055
685	0.0147837943
686	0.01476334548
687	0.01472527091
688	0.0147060876
689	0.01468179845
690	0.01466209841
691	0.01463274645
692	0.01461023883
693	0.01458309571
694	0.01455947238
695	0.01453113303
696	0.01450490645
697	0.01448419513
698	0.01445189147
699	0.01443432146
700	0.01441211232
701	0.01437848648
702	0.01434163194
703	0.01431311362
704	0.01425182814
705	0.01421613017
706	0.01419528923
707	0.01416007541
708	0.01413773506
709	0.01411562034
710	0.01408917677
711	0.01406676629
712	0.01403750674
713	0.01401301013
714	0.013986409
715	0.01395772615
716	0.01392910822
717	0.0138932016
718	0.01386772398
719	0.01383387804
720	0.01381338589
721	0.01379893698
722	0.01377158689
723	0.01375732035
724	0.0137327006
725	0.01370374968
726	0.01368603233
727	0.01366102182
728	0.01363831631
729	0.01361737966
730	0.01358909893
731	0.0135680765
732	0.01354635968
733	0.01352226958
734	0.01349298631
735	0.0134657667
736	0.01343801669
737	0.01341576921
738	0.01339160915
739	0.01337481195
740	0.01335613729
741	0.01333098869
742	0.01331013981
743	0.01328815466
744	0.01326243842
745	0.01323391991
746	0.01321199045
747	0.0131903332
748	0.01316758679
749	0.01313880139
750	0.01312192121
751	0.01310035627
752	0.01307875309
753	0.01305338827
754	0.01303186345
755	0.01300596389
756	0.01298228348
757	0.01295767746
758	0.0129346393
759	0.01291199995
760	0.01288544178
761	0.01285580634
762	0.01283320117
763	0.01280981566
764	0.01278118534
765	0.01274894769
766	0.01272930582
767	0.01270471443
768	0.01267859467
769	0.01266547429
770	0.01264049448
771	0.01262129612
772	0.01260028382
773	0.01258347389
774	0.01256347862
775	0.01254577787
776	0.01252067894
777	0.01249233749
778	0.01247299736
779	0.01245631864
780	0.0124319728
781	0.01240505513
782	0.01238453859
783	0.01235615123
784	0.01234013476
785	0.01231986533
786	0.01229232444
787	0.01227158335
788	0.01225641215
789	0.0122353583
790	0.01222042827
791	0.01219869234
792	0.01217259072
793	0.0121546522
794	0.012134611
795	0.01211458802
796	0.01209631255
797	0.01207429275
798	0.01207096701
799	0.01205895396
0889
